"","Year","Seed1","Score1","Team1","Team2","Score2","Seed2","W1","L1","Pts1","Opp1","MOV1","SOS1","OSRS1","DSRS1","SRS1","W2","L2","Pts2","Opp2","MOV2","SOS2","OSRS2","DSRS2","SRS2","Upset","WP1","WP2","upsetMOV","seedDiff"
"387",1998,3,80,"Michigan","Davidson",61,14,25,9,77.4,67.2,10.18,9.64,10.38,8.41,18.79,20,10,71.3,66.2,5.03,-3.74,-2.05,1.34,-0.71,0,0.74,0.67,-19,11
"388",1998,4,79,"New Mexico","Butler",62,13,24,8,75.7,65.9,9.81,5.17,7.24,7.74,14.98,22,11,67.5,62.2,5.33,2.77,-2.38,7.25,4.87,0,0.75,0.67,-17,9
"389",1998,5,63,"Syracuse","Iona",61,12,26,9,70.9,67,3.89,7.98,3.89,7.98,11.87,27,6,80.4,69.5,10.82,-2.08,7.41,1.14,8.55,0,0.74,0.82,-2,7
"390",1998,6,65,"UCLA","Miami",62,11,24,9,83.1,80.4,2.7,10.99,16.14,-3.12,13.03,18,10,70.1,65.6,4.5,6.37,1.89,8.98,10.87,0,0.73,0.64,-3,5
"391",1998,7,46,"Massachusetts","St Louis",51,10,21,11,69.7,65,4.72,7.27,2.82,9.18,11.99,22,11,67.3,63.3,3.97,5.5,-0.27,9.74,9.47,1,0.66,0.67,5,3
"392",1999,1,99,"Duke","Florida A&M",58,16,37,2,91.8,67.2,24.67,10.12,27.07,7.72,34.79,12,19,72.6,77.5,-4.84,-9.76,-2.9,-11.71,-14.6,0,0.95,0.39,-41,15
"393",1999,2,75,"Miami","Lafayette",54,15,23,7,72.6,65,7.6,9.2,7.03,9.77,16.8,22,8,72.2,66.2,6,-7.32,0.6,-3.38,-2.78,0,0.77,0.73,-21,13
"394",1999,3,72,"Cincinnati","George Mason",48,14,27,6,73.9,61.2,12.73,7.88,7.66,12.47,20.13,19,11,73.8,67.7,6.1,-0.88,4.63,-0.06,4.57,0,0.82,0.63,-24,11
"395",1999,4,62,"Tennessee","Delaware",52,13,21,9,72.6,65,7.63,6.55,5.67,8.51,14.18,25,6,77.2,67.7,9.52,-7.92,3.76,-2.16,1.6,0,0.7,0.81,-10,9
"396",1999,5,32,"Wisconsin","Southwest Missouri St",43,12,22,10,62.1,55.2,6.91,10.38,-0.72,18.01,17.29,22,11,73.2,65.8,7.3,6.51,7.17,6.65,13.82,1,0.69,0.67,11,7
"397",1999,6,61,"Temple","Kent St",54,11,24,11,66.6,58.5,8.09,8.97,1.82,15.24,17.06,23,7,71.9,63.5,8.37,2.72,0.98,6.24,7.22,0,0.69,0.77,-7,5
"398",1999,7,54,"Texas","Purdue",58,10,19,13,68.4,64.9,3.53,7.2,3.36,7.53,10.89,21,13,68.5,65.7,2.79,10.44,4.72,8.52,13.23,1,0.59,0.62,4,3
"399",1999,1,76,"Michigan St","Mount St Marys",53,16,33,5,71.7,59.5,12.18,10.91,8.12,14.52,22.64,15,15,68.3,69.3,-1,-6.35,-5.01,-2.34,-7.35,0,0.87,0.5,-23,15
"400",1999,2,80,"Utah","Arkansas St",58,15,28,5,71.3,55.4,15.91,3.17,2.04,15.8,17.83,18,12,73.5,68.7,4.83,-0.72,3.08,0.24,3.32,0,0.85,0.6,-22,13
"401",1999,3,82,"Kentucky","New Mexico St",60,14,28,9,75.4,62.7,12.7,10.01,9.89,12.82,22.71,23,10,68.9,65.1,3.82,-0.68,-2.14,4.49,2.36,0,0.76,0.7,-22,11
"402",1999,4,60,"Arizona","Oklahoma",61,13,22,7,82.2,75.2,6.97,8.35,16.55,-1.24,15.31,22,11,68.1,60,8.06,4.97,3.5,9.78,13.28,1,0.76,0.67,1,9
"403",1999,5,81,"Charlotte","Rhode Island",70,12,23,11,68.7,65.3,3.38,7.6,3.69,7.6,11.29,20,13,72,68,4,5.62,6.37,3.2,9.56,0,0.68,0.61,-11,7
"404",1999,6,95,"Kansas","Evansville",74,11,23,10,72.1,64.5,7.64,9.17,8.09,8.2,16.3,23,10,75.8,71.8,4.03,3.74,7.68,-1.78,5.9,0,0.7,0.7,-21,5
"405",1999,7,58,"Washington","Miami Ohio",59,10,17,12,74.2,71.5,2.72,10.04,9.12,2.53,11.64,24,8,67.6,60.4,7.19,4.41,0.8,10.8,11.6,1,0.59,0.75,1,3
"406",1999,1,80,"Auburn","Winthrop",41,16,29,4,81.2,61.6,19.61,5,13.88,10.73,24.6,21,8,68.8,63.2,5.62,-8.71,-9.04,2.37,-6.67,0,0.88,0.72,-39,15
"407",1999,2,82,"Maryland","Valparaiso",60,15,28,6,84.5,66.4,18.06,9.04,19.82,6.32,26.13,23,9,72.7,63.9,8.75,-3.64,-0.7,5.1,4.4,0,0.82,0.72,-22,13
"408",1999,3,69,"St Johns","Samford",43,14,28,9,79,65.4,13.62,9.07,13.39,9.3,22.69,24,6,72.9,62.7,10.23,-9.07,-1.32,1.58,0.26,0,0.76,0.8,-26,11
"409",1999,4,72,"Ohio St","Murray St",58,13,27,9,74.9,64.8,10.03,9.51,10.5,8.53,19.03,27,6,78.5,67.1,11.36,-5.24,7.03,-0.28,6.76,0,0.75,0.82,-14,9
"410",1999,5,53,"UCLA","Detroit",56,12,22,9,77.2,70.7,6.48,8.86,10.39,4.89,15.28,25,6,63.4,55.3,8.16,-0.17,-5.28,13.38,8.1,1,0.71,0.81,3,7
"411",1999,6,108,"Indiana","George Washington",88,11,23,11,75.4,69.6,5.85,11.35,13.74,3.47,17.21,20,9,79.5,74,5.52,5.54,13.03,-1.97,11.06,0,0.68,0.69,-20,5
"412",1999,7,58,"Louisville","Creighton",62,10,19,11,76.9,69.8,7.1,8.28,12.45,2.93,15.38,22,9,76,68.6,7.39,4.87,9.06,3.2,12.26,1,0.63,0.71,4,3
"413",1999,1,91,"Connecticut","Texas San Antonio",66,16,34,2,77.3,61.3,15.94,8.79,11.61,13.12,24.73,18,11,77.5,75.4,2.03,-6.83,2.97,-9.25,-6.27,0,0.94,0.62,-25,15
"414",1999,2,69,"Stanford","Alcorn St",57,15,26,7,73.5,60.8,12.7,10.36,7,15.23,22.23,23,7,75.8,66.8,9.03,-10.43,-2.06,-0.7,-2.76,0,0.79,0.77,-12,13
"415",1999,3,74,"North Carolina","Weber St",76,14,24,10,71.4,64.9,6.53,10.24,5.68,11.09,16.77,25,8,79.1,73,6.12,0.19,9.04,-3.75,5.29,1,0.71,0.76,2,11
"416",1999,4,94,"Arkansas","Siena",80,13,23,11,78.7,71.9,6.82,6.14,11.34,1.63,12.97,25,6,86.6,79.8,6.81,-4.9,13.83,-11.79,2.04,0,0.68,0.81,-14,9
"417",1999,5,77,"Iowa","UAB",64,12,20,10,73.9,70,3.93,11.44,12.13,3.24,15.37,20,12,74,70.5,3.47,5.48,7.35,1.61,8.95,0,0.67,0.62,-13,7
"418",1999,6,75,"Florida","Pennsylvania",61,11,22,9,80.3,70.2,10.06,5.7,13,2.76,15.76,21,6,71.1,60.7,10.41,-4.13,1.34,4.94,6.28,0,0.71,0.78,-14,5
"419",1999,7,63,"Minnesota","Gonzaga",75,10,17,11,68.9,65.3,3.61,9.92,5.57,7.96,13.53,28,7,78.4,65.1,13.23,2.21,9.91,5.13,15.03,1,0.61,0.8,12,3
"420",2000,1,71,"Arizona","Jackson St",47,16,27,7,76.4,67.2,9.26,9.7,12.05,6.92,18.96,17,16,66.8,68.2,-1.39,-10.38,-10.77,-1.42,-12.19,0,0.79,0.52,-24,15
"421",2000,2,61,"St Johns","Northern Arizona",56,15,25,8,73.7,66.4,7.3,6.96,7.09,7.17,14.26,20,11,73.5,68.8,4.71,1.37,1.81,2.53,4.34,0,0.76,0.65,-5,13
"422",2000,3,74,"Oklahoma","Winthrop",50,14,27,7,74.9,62.3,12.62,6.63,7.48,11.77,19.25,21,9,73.1,64.7,8.4,-7.41,-3.41,2.38,-1.04,0,0.79,0.7,-24,11
"423",2000,4,64,"LSU","Southeast Missouri St",61,13,28,6,75.8,62.7,13.12,5.78,8.06,10.84,18.9,24,7,69.5,61.6,7.84,-2.48,-4.9,9.32,4.41,0,0.82,0.77,-3,9
"424",2000,5,77,"Texas","Indiana St",61,12,24,9,74.5,63.7,10.82,9.61,9.64,10.8,20.43,22,10,66.8,63.4,3.31,3.23,-2.09,8.63,6.54,0,0.73,0.69,-16,7
"425",2000,6,62,"Purdue","Dayton",61,11,24,10,73.7,66.1,7.62,9.56,8.81,8.05,16.87,22,9,71.4,64.9,6.48,3.46,3.74,6.21,9.95,0,0.71,0.71,-1,5
"426",2000,7,66,"Louisville","Gonzaga",77,10,19,12,73.2,66.2,7,8.76,6.78,8.15,14.93,26,9,77.7,66,11.69,4.64,11.05,5.33,16.38,1,0.61,0.74,11,3
"427",2000,1,65,"Michigan St","Valparaiso",38,16,32,7,74.1,58.9,15.13,9.91,10.07,14.97,25.04,19,13,66.5,62.7,3.81,-3.71,-8.57,5.68,-2.89,0,0.82,0.59,-27,15
"428",2000,2,88,"Iowa St","Central Connecticut St",78,15,32,5,78.3,65.1,13.22,7.14,10.55,8.54,19.09,25,6,73.6,63.6,9.97,-9.55,-0.89,1.31,0.42,0,0.86,0.81,-10,13
"429",2000,3,74,"Maryland","Iona",59,14,25,10,76.7,68.2,8.49,9.44,11.36,6.57,17.93,20,11,78.8,75.9,2.9,-4.13,4.45,-5.67,-1.22,0,0.71,0.65,-15,11
"430",2000,4,79,"Syracuse","Samford",65,13,26,6,75,63.5,11.47,6.2,10.1,7.57,17.67,21,11,72.6,62.4,10.16,-5.8,-2.11,5.31,3.2,0,0.81,0.66,-14,9
"431",2000,5,85,"Kentucky","St Bonaventure",80,12,23,10,69.1,62.8,6.24,12.71,4.81,13.72,18.52,21,10,68.9,64.7,4.16,5.29,1.99,7.46,9.45,0,0.7,0.68,-5,7
"432",2000,6,65,"UCLA","Ball St",57,11,21,12,75.5,70.3,5.18,10.11,9.29,6,15.29,22,9,74.2,69,5.23,3.17,5.63,2.21,7.84,0,0.64,0.71,-8,5
"433",2000,7,72,"Auburn","Creighton",69,10,24,10,71.3,64.4,6.91,8.2,4.23,9.36,13.59,23,10,73,66.4,6.64,1.64,5.56,2.72,8.28,0,0.71,0.7,-3,3
"434",2000,1,82,"Duke","Lamar",55,16,29,5,88,71.3,16.68,8.88,22.65,2.9,25.55,15,16,62.9,65.2,-2.32,-3.83,-9.05,2.9,-6.15,0,0.85,0.48,-27,15
"435",2000,2,73,"Temple","Lafayette",47,15,27,6,68.5,54.8,13.7,6.94,2.35,18.29,20.63,24,7,73.5,64.1,9.48,-8.07,2.59,-2.17,0.41,0,0.82,0.77,-26,13
"436",2000,3,86,"Oklahoma St","Hofstra",66,14,27,7,77.1,62.3,14.79,6.59,7.78,12.23,20.01,24,7,74.4,63.2,11.26,-6.03,1.21,4.02,5.23,0,0.79,0.77,-20,11
"437",2000,4,68,"Illinois","Pennsylvania",48,13,22,10,75.8,65.6,10.13,9.6,9.87,9.85,19.73,21,8,67,60.1,6.9,-2.89,-2.35,6.35,4,0,0.69,0.72,-20,9
"438",2000,5,69,"Florida","Butler",68,12,29,8,83.8,68.9,14.97,8.51,18.49,4.99,23.48,23,8,68,55.7,12.23,0.01,-1.53,13.77,12.23,0,0.78,0.74,-1,7
"439",2000,6,57,"Indiana","Pepperdine",77,11,20,9,77.7,68.4,9.24,10.22,13.46,5.97,19.43,25,9,73,63.2,9.76,3.34,5.34,7.77,13.11,1,0.69,0.74,20,5
"440",2000,7,71,"Oregon","Seton Hall",72,10,22,8,75.6,68.2,7.4,8.53,8.21,6.53,14.74,22,10,71.7,66.2,5.53,5.11,5.35,5.29,10.64,1,0.73,0.69,1,3
"441",2000,1,84,"Stanford","South Carolina St",65,16,27,4,78.9,59.7,19.26,7.12,11.7,13.96,25.65,20,14,70.2,71.2,-1.06,-9.38,-4.96,-5.45,-10.41,0,0.87,0.59,-19,15
"442",2000,2,64,"Cincinnati","UNC Wilmington",47,15,29,4,77.6,61.5,16.12,8.5,12.9,11.72,24.62,18,13,60.1,57.5,2.65,-0.24,-9.4,11.81,2.41,0,0.88,0.58,-17,13
"443",2000,3,87,"Ohio St","Appalachian St",61,14,23,7,72.7,61.7,11,6.55,6.34,11.21,17.55,23,9,79.1,69.6,9.44,-3.75,4.58,-2.09,2.49,0,0.77,0.72,-26,11
"444",2000,4,63,"Tennessee","Louisiana Lafayette",58,13,26,7,79.7,67.8,11.82,8.12,12.39,6.54,18.93,25,9,71.8,67.7,4.12,-1.58,0.55,1.81,2.36,0,0.79,0.74,-5,9
"445",2000,5,75,"Connecticut","Utah St",67,12,25,10,74.6,65.3,9.34,7.58,7.88,9.04,16.93,28,6,70.5,61.2,9.32,1.89,-0.07,8.89,8.83,0,0.71,0.82,-8,7
"446",2000,6,75,"Miami","Arkansas",71,11,23,11,69,62.6,6.44,5.39,2.01,9.82,11.83,19,15,74.4,69.8,4.62,7.76,8.56,3.82,12.37,0,0.68,0.56,-4,5
"447",2000,7,89,"Tulsa","UNLV",62,10,32,5,80.4,62.9,17.51,2.42,9.77,10.17,19.94,23,8,82.2,75,7.23,2.52,13.48,-3.74,9.74,0,0.86,0.74,-27,3
"448",2001,1,96,"Illinois","Northwestern St",54,16,27,8,77.9,65.9,11.94,11.38,11.95,11.37,23.32,19,13,71.6,74.9,-3.28,-7.81,-3.77,-7.33,-11.1,0,0.77,0.59,-42,15
"449",2001,2,101,"Arizona","Eastern Illinois",76,15,28,8,81.3,66.3,15,12.56,15.68,11.17,26.85,21,10,82.7,78.7,4.03,-2.45,8.34,-7.34,0.99,0,0.78,0.68,-25,13
"450",2001,3,72,"Ole Miss","Iona",70,14,27,8,71.3,64.6,6.69,9.24,2.84,12.26,15.1,22,11,77.2,72,5.27,-4.1,4.53,-4.28,0.25,0,0.77,0.67,-2,11
"451",2001,4,99,"Kansas","Cal St Northridge",75,13,26,7,82,69.3,12.76,9.04,14.69,5.54,20.23,22,10,82.8,75.3,7.53,0.25,10.38,-4.43,5.95,0,0.79,0.69,-24,9
"452",2001,5,79,"Syracuse","Hawaii",69,12,25,9,72.8,67.5,5.32,5.82,4.83,6.32,11.15,17,14,72.7,73.1,-0.35,7.23,3.62,3.26,6.88,0,0.74,0.55,-10,7
"453",2001,6,83,"Notre Dame","Xavier",71,11,20,10,77.9,69.3,8.67,5.69,10.3,4.05,14.36,21,8,73.4,65.9,7.55,4.6,5.56,6.59,12.15,0,0.67,0.72,-12,5
"454",2001,7,63,"Wake Forest","Butler",79,10,19,11,76.5,66.5,10.03,10.5,9.36,11.17,20.53,24,8,69.6,60.8,8.81,3.98,1.17,11.38,12.55,1,0.63,0.75,16,3
"455",2001,1,69,"Michigan St","Alabama St",35,16,28,5,77.4,61.8,15.58,9.54,11.25,13.87,25.12,22,9,68.9,63.9,5,-13.74,-11.39,2.4,-8.99,0,0.85,0.71,-34,15
"456",2001,2,70,"North Carolina","Princeton",48,15,26,7,79.1,70.9,8.18,11.77,12.84,7.12,19.95,16,11,57.9,58.1,-0.26,-1.88,-14.09,11.56,-2.53,0,0.79,0.59,-22,13
"457",2001,3,69,"Florida","Western Kentucky",56,14,24,7,80.9,67.1,13.81,7.55,13.41,7.95,21.36,24,7,74.3,60.9,13.35,-1.63,1.41,7.28,8.69,0,0.77,0.77,-13,11
"458",2001,4,68,"Oklahoma","Indiana St",70,13,26,7,74.4,64.3,10.06,5.5,5.73,9.83,15.56,22,12,72.9,67.8,5.12,2.51,4.56,2.41,6.97,1,0.79,0.65,2,9
"459",2001,5,85,"Virginia","Gonzaga",86,12,20,9,85,74.8,10.21,8.73,16.17,2.77,18.93,26,7,82.4,68.8,13.58,0.32,12.17,0.4,12.57,1,0.69,0.79,1,7
"460",2001,6,65,"Texas","Temple",79,11,25,9,70.5,65,5.44,8.89,3.82,10.44,14.25,24,13,70.4,63.9,6.43,9.77,3.63,12.57,16.2,1,0.74,0.65,14,5
"461",2001,7,69,"Penn St","Providence",59,10,21,12,76.8,74.9,1.88,10.55,13.03,-0.61,12.43,21,10,76.1,66.1,10,5.44,6.75,7,13.74,0,0.64,0.68,-10,3
"462",2001,1,95,"Duke","Monmouth",52,16,35,4,90.7,70.5,20.21,11.98,24.47,7.72,32.18,21,10,70.3,65.3,5.03,-8.86,-6.76,2.94,-3.82,0,0.9,0.68,-43,15
"463",2001,2,72,"Kentucky","Holy Cross",68,15,24,10,79.8,70.6,9.21,11.12,13.9,6.42,20.32,22,8,67.8,62.3,5.53,-5.84,-7.05,6.74,-0.31,0,0.71,0.73,-4,13
"464",2001,3,68,"Boston College","Southern Utah",65,14,27,5,79.6,66.5,13.06,5.19,10.71,7.28,17.99,25,6,72.4,65,7.35,-3.42,-0.86,3.88,3.01,0,0.84,0.81,-3,11
"465",2001,4,61,"UCLA","Hofstra",48,13,23,9,79.5,74.4,5.06,12.07,13.69,3.44,17.13,26,5,72.8,62.2,10.58,-5.47,-2.55,7.66,5.12,0,0.72,0.84,-13,9
"466",2001,5,68,"Ohio St","Utah St",77,12,20,11,71.2,63.6,7.52,8.16,5.31,10.36,15.68,28,6,70.7,57.6,13.09,-1.48,-1.32,11.31,9.99,1,0.65,0.82,9,7
"467",2001,6,69,"USC","Oklahoma St",54,11,24,10,77.1,71.2,5.88,10.84,11,5.53,16.54,20,10,71,64.5,6.43,4.73,2.43,8.4,10.83,0,0.71,0.67,-15,5
"468",2001,7,69,"Iowa","Creighton",56,10,23,12,74.1,70.5,3.54,10.71,9.44,4.81,14.25,24,8,72.7,63.3,9.41,3.01,3.67,8.74,12.41,0,0.66,0.75,-13,3
"469",2001,1,89,"Stanford","UNC Greensboro",60,16,31,3,83.2,65.5,17.74,9.86,15.27,10.5,25.77,19,12,73.6,71.9,1.68,-5.85,-0.23,-4.79,-5.02,0,0.91,0.61,-29,15
"470",2001,2,57,"Iowa St","Hampton",58,15,25,6,79.1,68.2,10.84,4.87,9.99,5.91,15.9,25,7,77.2,70.2,7.03,-10.6,2.25,-5.91,-3.66,1,0.81,0.78,1,13
"471",2001,3,83,"Maryland","George Mason",80,14,25,11,85.2,72.4,12.83,11,18.04,5.79,23.83,18,12,70.9,65.4,5.47,-0.35,1.84,3.28,5.12,0,0.69,0.6,-3,11
"472",2001,4,73,"Indiana","Kent St",77,13,21,13,70.8,64.3,6.53,11.05,5.87,11.71,17.58,24,10,70.3,62.3,8.03,1.44,0.34,8.34,8.69,1,0.62,0.71,4,9
"473",2001,5,84,"Cincinnati","BYU",59,12,25,10,73.9,65.5,8.34,7.85,6.57,9.62,16.19,24,9,70.4,62.7,7.73,3.48,2.3,8.65,10.95,0,0.71,0.73,-25,7
"474",2001,6,49,"Wisconsin","Georgia St",50,11,18,11,59.4,56.6,2.83,12.08,-5.24,20.14,14.91,29,5,79.4,68.7,10.71,-3.72,6.59,-1.34,5.25,1,0.62,0.85,1,5
"475",2001,7,61,"Arkansas","Georgetown",63,10,20,11,79.9,68.8,11.1,6.15,11.07,6.18,17.25,25,8,78,67.5,10.48,1.58,7.02,5.04,12.06,1,0.65,0.76,2,3
"476",2002,1,84,"Duke","Winthrop",37,16,31,4,88.9,69.2,19.74,9.16,21.3,7.6,28.91,19,12,67.5,65.1,2.39,-8.2,-8.25,1.72,-6.53,0,0.89,0.61,-47,15
"477",2002,2,86,"Alabama","Florida Atlantic",78,15,27,8,75.9,66.7,9.26,7.67,9.52,7.41,16.93,19,12,74.3,72.1,2.19,-5.32,-0.43,-3.51,-3.94,0,0.77,0.61,-8,13
"478",2002,3,71,"Pittsburgh","Central Connecticut St",54,14,29,6,72.3,60.9,11.34,4.53,3.25,11.43,14.68,27,5,71.3,63.1,8.19,-9.29,-6.16,5.05,-1.1,0,0.83,0.84,-17,11
"479",2002,4,89,"USC","UNC Wilmington",93,13,22,10,77.9,69.8,8.19,8.31,9.9,6.59,16.49,23,10,67.9,61.6,6.24,-0.08,-1.99,8.15,6.17,1,0.69,0.7,4,9
"480",2002,5,75,"Indiana","Utah",56,12,25,12,70.5,62.6,7.86,12.08,5.53,13.66,19.19,21,9,67.3,61.3,5.97,5.19,-0.69,11.37,10.69,0,0.68,0.7,-19,7
"481",2002,6,82,"California","Pennsylvania",75,11,23,9,72.2,66.6,5.63,7.45,4.3,8.79,13.08,25,7,73.2,63.7,9.47,-1.51,3.31,4.65,7.96,0,0.72,0.78,-7,5
"482",2002,7,61,"Oklahoma St","Kent St",69,10,23,9,71.7,64.1,7.59,6.81,2.62,11.78,14.4,30,6,75.9,64,11.86,2.1,5.71,7.97,13.67,1,0.72,0.83,8,3
"483",2002,1,90,"Cincinnati","Boston University",52,16,31,4,78.2,60.4,17.8,6.76,11.43,13.16,24.59,22,10,67.1,64,3.13,-7.8,-5.48,0.8,-4.68,0,0.89,0.69,-38,15
"484",2002,2,71,"Oklahoma","Illinois Chicago",63,15,31,5,78,64.6,13.33,7.69,9.43,11.59,21.02,20,14,73.6,70.6,3.03,1.43,2.15,-0.69,1.46,0,0.86,0.59,-8,13
"485",2002,3,86,"Arizona","Santa Barbara",81,14,24,10,82.1,77.7,4.44,12.47,15.87,1.04,16.91,20,11,66.6,60.9,5.71,-0.05,-1.81,7.36,5.55,0,0.71,0.65,-5,11
"486",2002,4,69,"Ohio St","Davidson",64,13,24,8,73.8,64.9,8.88,7.26,8.6,7.54,16.14,21,10,70.7,66,4.71,0.72,-4.84,5.45,0.61,0,0.75,0.68,-5,9
"487",2002,5,80,"Miami","Missouri",93,12,24,8,74.8,67.4,7.47,5.53,7.14,5.86,13,24,12,79.9,72.5,7.42,6.8,11.56,2.66,14.22,1,0.75,0.67,13,7
"488",2002,6,66,"Gonzaga","Wyoming",73,11,29,4,81.1,66.6,14.55,0.75,8.89,5.01,13.9,22,9,75,68.7,6.29,2.72,6.38,2.24,8.62,1,0.88,0.71,7,5
"489",2002,7,70,"Xavier","Hawaii",58,10,26,6,72.4,62.6,9.81,4.1,4.59,9.32,13.91,27,6,71.7,63.1,8.67,1.15,1.21,8.61,9.82,0,0.81,0.82,-12,3
"490",2002,1,85,"Maryland","Siena",70,16,32,4,85,70.9,14.11,9.35,18.19,5.27,23.46,17,19,69.9,68.9,0.97,-3.71,-2.91,0.17,-2.74,0,0.89,0.47,-15,15
"491",2002,2,78,"Connecticut","Hampton",67,15,27,7,77.8,69.2,8.59,7.59,8.82,6.57,15.38,26,7,79.5,71,8.45,-8.92,4.72,-5.13,-0.42,0,0.79,0.79,-11,13
"492",2002,3,85,"Georgia","Murray St",68,14,22,10,76.4,71,5.41,9.24,10.39,4.29,14.68,19,13,78.6,73.4,5.16,-1.91,3.79,-3.12,0.67,0,0.69,0.59,-17,11
"493",2002,4,83,"Kentucky","Valparaiso",68,13,22,10,76.9,68.2,8.66,11.99,9.73,9.43,19.15,25,8,77.7,66.1,11.64,-1.24,5.38,4.01,9.39,0,0.69,0.76,-15,9
"494",2002,5,69,"Marquette","Tulsa",71,12,26,7,73.1,60.7,12.39,4.78,4.38,12.79,17.17,27,7,80.2,69.5,10.68,2.3,10.81,1.85,12.67,1,0.79,0.79,2,7
"495",2002,6,68,"Texas Tech","Southern Illinois",76,11,23,9,79.1,71.6,7.5,7.22,10.66,4.06,14.72,28,8,75.5,67.4,8.11,1.66,6.37,3.41,9.77,1,0.72,0.78,8,5
"496",2002,7,69,"NC State","Michigan St",58,10,23,11,75.4,67.8,7.68,8.16,6.87,8.96,15.83,19,12,69.4,63.8,5.55,9.61,3.12,11.79,14.91,0,0.68,0.61,-11,3
"497",2002,1,70,"Kansas","Holy Cross",59,16,33,4,90.9,74.7,16.22,9.36,22.92,1.46,24.38,18,15,63.1,59.6,3.48,-5.1,-10.29,8.67,-1.61,0,0.89,0.55,-11,15
"498",2002,2,81,"Oregon","Montana",62,15,26,9,85.5,72.5,13.03,6.94,17.05,2.62,19.67,16,15,71.5,73,-1.45,-1.71,-1.39,-2.81,-4.19,0,0.74,0.52,-19,13
"499",2002,3,70,"Mississippi St","McNeese St",58,14,27,8,73.8,66.7,7.09,7.34,7.38,7.04,14.43,21,9,70.1,63.6,6.43,-5.79,-4.42,3.83,-0.59,0,0.77,0.7,-12,11
"500",2002,4,93,"Illinois","San Diego St",64,13,26,9,77.4,67.7,9.69,9.94,10.91,8.3,19.2,21,12,74.4,70.9,3.52,6.02,5.41,2.29,7.69,0,0.74,0.64,-29,9
"501",2002,5,82,"Florida","Creighton",83,12,22,9,80.5,66.6,13.9,8.37,13.8,8.48,22.27,23,9,75.7,68.7,7,1.39,5.37,3.02,8.39,1,0.71,0.72,1,7
"502",2002,6,70,"Texas","Boston College",57,11,22,12,78.1,73.2,4.94,9.98,11.33,2.98,14.32,20,12,73.6,70.5,3.03,5.92,6.91,2.04,8.96,0,0.65,0.62,-13,5
"503",2002,7,83,"Wake Forest","Pepperdine",74,10,21,13,82,77.1,4.97,10.28,14.28,0.98,15.25,22,9,81.3,74.8,6.45,3.36,11.12,-2.52,8.59,0,0.62,0.71,-9,3
"504",2003,1,95,"Kentucky","IUPUI",64,16,32,4,77.3,64.1,13.14,9.33,11.98,10.49,22.47,20,14,71.3,70.8,0.5,-1.8,-0.46,-1.97,-2.43,0,0.89,0.59,-31,15
"505",2003,2,87,"Pittsburgh","Wagner",61,15,28,5,74.9,59.2,15.7,5.79,7.46,14.04,21.49,21,11,75.1,71.9,3.16,-6.48,0.73,-4.06,-3.32,0,0.85,0.66,-26,13
"506",2003,3,72,"Marquette","Holy Cross",68,14,27,6,78.5,69.5,9,7.28,12.3,3.98,16.28,26,5,70.3,58.7,11.58,-5.38,-1.53,6.79,5.26,0,0.82,0.84,-4,11
"507",2003,4,71,"Dayton","Tulsa",84,13,24,6,72.7,66.9,5.83,5.17,7,4,11,23,10,73.4,65.3,8.12,2.29,4.69,5.72,10.41,1,0.8,0.7,13,9
"508",2003,5,81,"Wisconsin","Weber St",74,12,24,8,70.3,59.3,10.97,6.51,3.91,13.56,17.48,26,6,74.5,67.6,6.91,-2.01,4.49,0.07,4.56,0,0.75,0.81,-7,7
"509",2003,6,72,"Missouri","Southern Illinois",71,11,22,11,72.4,67.7,4.73,10.15,7.73,7.15,14.88,24,7,74.4,68.2,6.19,2.37,6.73,1.83,8.56,0,0.67,0.77,-1,5
"510",2003,7,67,"Indiana","Alabama",62,10,21,13,69.9,67.1,2.82,9.81,5.59,7.04,12.63,17,12,69,65.1,3.97,9.4,5.24,8.13,13.36,0,0.62,0.59,-5,3
"511",2003,1,80,"Arizona","Vermont",51,16,28,4,85.2,70.7,14.47,8.95,18.2,5.22,23.42,21,12,68.9,64,4.97,-4.85,-4.67,3.36,-1.32,0,0.88,0.64,-29,15
"512",2003,2,64,"Kansas","Utah St",61,15,30,8,82.7,66.9,15.79,10.53,16.06,8.94,25,24,9,66.6,60,6.61,-1.43,-3.34,7.49,4.16,0,0.79,0.73,-3,13
"513",2003,3,67,"Duke","Colorado St",57,14,26,7,81.1,69.6,11.48,8.37,14.87,4.98,19.86,19,14,74.2,71.6,2.64,4.41,6.15,-0.77,5.38,0,0.79,0.58,-10,11
"514",2003,4,65,"Illinois","Western Kentucky",60,13,25,7,74.6,61.6,13.06,6.76,9.7,10.12,19.83,24,9,73.6,66.5,7.15,1.4,3.91,3.8,7.71,0,0.78,0.73,-5,9
"515",2003,5,70,"Notre Dame","Wisconsin Milwaukee",69,12,24,10,79.2,71.3,7.88,9.43,13.64,3.67,17.32,24,8,77.1,69.9,7.13,0.81,8.04,-0.33,7.71,0,0.71,0.75,-1,7
"516",2003,6,73,"Creighton","Central Michigan",79,11,29,5,79.1,64.8,14.29,1.03,10.68,4.64,15.32,25,7,79.8,73.3,6.47,1.79,9.09,-2.37,6.72,1,0.85,0.78,6,5
