"","Year","Seed1","Score1","Team1","Team2","Score2","Seed2","W1","L1","Pts1","Opp1","MOV1","SOS1","OSRS1","DSRS1","SRS1","W2","L2","Pts2","Opp2","MOV2","SOS2","OSRS2","DSRS2","SRS2","Upset","WP1","WP2","upsetMOV","seedDiff"
"778",2012,2,65,"Kansas","Detroit",50,15,32,7,73.5,61.7,11.79,9.93,11.17,10.55,21.72,22,14,72.1,67.6,4.58,-0.01,4.63,-2.23,2.4,0,0.82,0.61,-15,13
"779",2012,3,74,"Georgetown","Belmont",59,14,24,9,69,59.4,9.67,7.69,4.49,12.32,16.81,27,8,80.9,67.5,13.37,-1.22,11.7,0.12,11.81,0,0.73,0.77,-15,11
"780",2012,4,60,"Michigan","Ohio",65,13,24,10,66.3,61.5,4.85,8.98,3.87,9.32,13.19,29,8,70.2,62.5,7.73,0.17,2.7,4.46,7.17,1,0.71,0.78,5,9
"781",2012,5,44,"Temple","South Florida",58,12,24,8,75,69.5,5.5,4.94,9.09,1.35,10.44,22,14,59.3,56.6,2.69,7.29,-5.08,14.28,9.2,1,0.75,0.61,14,7
"782",2012,6,65,"San Diego St","NC State",79,11,26,8,71.1,63.7,7.35,3.79,4.59,4.46,9.04,24,13,72.9,67.6,5.3,6.8,9.17,2.94,12.1,1,0.76,0.65,14,5
"783",2012,7,69,"St Marys","Purdue",72,10,27,6,74.8,62.7,12.09,0.78,6.01,5.25,11.26,22,13,71.8,66,5.83,8.05,8.62,5.26,13.88,1,0.82,0.63,3,3
"784",2013,1,79,"Louisville","North Carolina A&T",48,16,35,5,74.5,58.8,15.68,9.14,12.78,12.04,24.82,20,17,62.1,61.9,0.22,-6.29,-7.46,0.53,-6.93,0,0.88,0.54,-31,15
"785",2013,2,73,"Duke","Albany",61,15,30,6,77.2,65.3,11.89,9.57,14.2,7.26,21.46,24,11,64.3,60.7,3.66,-4.51,-3.3,2.45,-0.86,0,0.83,0.69,-12,13
"786",2013,3,65,"Michigan St","Valparaiso",54,14,27,9,68,59.1,8.86,10.55,5.78,12.86,18.63,26,8,71.2,62.3,8.85,-1.12,4.35,2.8,7.15,0,0.75,0.76,-11,11
"787",2013,4,64,"St Louis","New Mexico St",44,13,28,7,68.2,58.2,10.06,4.29,3.48,10.87,14.35,24,11,67.3,62.1,5.14,0.68,0.95,4.14,5.09,0,0.8,0.69,-20,9
"788",2013,5,55,"Oklahoma St","Oregon",68,12,24,9,71.8,63,8.85,6.72,7.6,7.97,15.57,28,9,71.6,63.6,8.05,5.73,8.26,5.52,13.78,1,0.73,0.76,13,7
"789",2013,6,54,"Memphis","St Marys",52,11,31,5,74.5,64.9,9.56,2.73,7.7,4.58,12.28,28,7,74.6,62.9,11.63,3.26,8.75,5.71,14.46,0,0.86,0.8,-2,5
"790",2013,7,67,"Creighton","Cincinnati",63,10,28,8,74.4,63.2,11.28,5.15,10.26,6.17,16.43,22,12,66.5,59,7.53,6.94,3.83,10.64,14.47,0,0.78,0.65,-4,3
"791",2013,1,64,"Gonzaga","Southern",58,16,32,3,77,59.9,17.17,4.14,11.34,9.1,20.44,23,10,67.4,57.3,10.09,-10.32,-4.83,2.21,-2.62,0,0.91,0.7,-6,15
"792",2013,2,95,"Ohio St","Iona",70,15,29,8,70.2,59.4,10.86,9.33,9.21,10.99,20.19,20,14,80.4,76.3,4.06,0,14.63,-10.58,4.06,0,0.78,0.59,-25,13
"793",2013,3,62,"New Mexico","Harvard",68,14,29,6,67.3,60.6,6.66,6.59,4.58,8.66,13.24,20,10,68.3,64.1,4.17,0.17,2.61,1.35,3.96,1,0.83,0.67,6,11
"794",2013,4,61,"Kansas St","La Salle",63,13,27,8,69,60.4,8.54,6.54,4.18,9.36,13.54,24,10,72.1,66.4,5.68,4.47,6.78,3.37,10.15,1,0.77,0.71,2,9
"795",2013,5,46,"Wisconsin","Ole Miss",57,12,23,12,65,55.9,9.03,9.73,3.16,15.6,18.76,27,9,77.2,66.9,10.28,4.17,12.96,1.48,14.44,1,0.66,0.75,11,7
"796",2013,6,81,"Arizona","Belmont",64,11,27,8,73.4,63.6,9.83,7.48,10.25,7.07,17.31,26,7,76.8,64.5,12.24,-0.92,7.37,3.04,10.41,0,0.77,0.79,-17,5
"797",2013,7,58,"Notre Dame","Iowa St",76,10,25,10,70,63.5,6.51,7.24,6.69,7.06,13.76,23,12,79.4,71,8.37,6.13,15.4,-0.89,14.5,1,0.71,0.66,18,3
"798",2013,1,64,"Kansas","Western Kentucky",57,16,31,6,75.2,61.9,13.24,7.55,11.67,9.12,20.79,20,16,66.9,65.7,1.25,-1.12,-1.51,0.88,-0.63,0,0.84,0.56,-7,15
"799",2013,2,68,"Georgetown","Florida Gulf Coast",78,15,25,7,64.7,56.4,8.25,7.61,1.43,14.43,15.86,26,11,72.9,66.7,6.14,-1.82,4.25,-1.24,3.01,1,0.78,0.7,10,13
"800",2013,3,79,"Florida","Northwestern St",47,14,29,8,71.4,54.4,17.03,6.85,7.92,15.96,23.88,23,9,80,71.4,8.56,-3.79,8.54,-8.15,0.39,0,0.78,0.72,-32,11
"801",2013,4,71,"Michigan","South Dakota St",56,13,31,8,75.2,63.3,11.92,10.05,13.47,7.82,21.29,25,10,73.4,65.7,7.66,-3.27,3.2,-0.85,2.35,0,0.79,0.71,-15,9
"802",2013,5,88,"VCU","Akron",42,12,27,9,76.9,64.5,12.42,4.55,11.51,5.46,16.97,26,7,71.8,62.8,9.03,0.18,4.29,3.83,8.12,0,0.75,0.79,-46,7
"803",2013,6,63,"UCLA","Minnesota",83,11,25,10,74.4,69.3,5.06,7.77,11.84,0.98,12.82,21,13,68.7,62.2,6.53,10.31,7.55,9.29,16.84,1,0.71,0.62,20,5
"804",2013,7,70,"San Diego St","Oklahoma",55,10,23,11,69.3,61.1,8.21,6.14,4.91,8.04,12.95,20,12,70.6,66.3,4.31,7.08,7.27,4.12,11.4,0,0.68,0.62,-15,3
"805",2013,1,83,"Indiana","James Madison",62,16,29,7,78.6,62.1,16.53,8.39,16.85,8.07,24.92,21,15,65.2,64.6,0.56,-2.22,-3.62,1.96,-1.67,0,0.81,0.58,-21,15
"806",2013,2,78,"Miami","Pacific",49,15,29,7,69.7,60.6,9.11,7.87,5.28,11.71,16.98,22,13,67,63.9,3.03,0.76,-0.83,2.51,1.67,0,0.81,0.63,-29,13
"807",2013,3,59,"Marquette","Davidson",58,14,26,9,68.1,62.6,5.46,8.59,7.3,6.75,14.05,26,8,73.2,62.1,11.18,-3.43,4.62,2.68,7.3,0,0.74,0.76,-1,11
"808",2013,4,81,"Syracuse","Montana",34,13,30,10,70.4,58.7,11.73,8.57,8.12,12.18,20.3,25,7,69.9,65.5,4.44,-4.29,-0.87,-0.32,-1.19,0,0.75,0.78,-47,9
"809",2013,5,61,"UNLV","California",64,12,25,10,71.4,63,8.34,5.6,6.81,6,12.81,21,12,67.2,64.3,2.88,7.71,4.43,6.17,10.59,1,0.71,0.64,3,7
"810",2013,6,68,"Butler","Bucknell",56,11,27,9,69.3,63.9,5.44,6.09,4.32,6.68,11.01,28,6,67,57.8,9.15,-1.95,-0.53,7.5,6.96,0,0.75,0.82,-12,5
"811",2013,7,57,"Illinois","Colorado",49,10,23,13,68.5,64.8,3.69,10.04,6.85,6.33,13.18,21,12,67.6,63.6,4,7.91,4.3,7.62,11.91,0,0.64,0.64,-8,3
"812",2014,1,67,"Florida","Albany",55,16,36,3,69.9,57.8,12.15,8.54,4.39,16.3,20.69,19,15,65.9,63.9,1.91,-5.22,-6.24,2.93,-3.31,0,0.92,0.56,-12,15
"813",2014,2,80,"Kansas","Eastern Kentucky",69,15,25,10,79,70.1,8.86,11.4,13.34,6.91,20.25,24,10,78.7,70.9,7.82,-4.34,2.73,-2.13,0.6,0,0.71,0.71,-11,13
"814",2014,3,77,"Syracuse","Western Michigan",53,14,28,6,68,59.2,8.79,7.25,2.13,13.92,16.05,23,10,71.9,67.7,4.18,-1.45,1.13,0.6,1.73,0,0.82,0.7,-24,11
"815",2014,4,76,"UCLA","Tulsa",59,13,28,9,81.2,70.4,10.78,7.62,14.33,4.07,18.4,21,13,72.7,67.6,5.06,1.17,3.09,3.14,6.23,0,0.76,0.62,-17,9
"816",2014,5,75,"VCU","Stephen F Austin",77,12,26,9,75,65.2,9.77,4.78,7.98,6.57,14.55,32,3,76,63.4,12.63,-6.76,-0.3,5.12,4.82,1,0.74,0.91,2,7
"817",2014,6,59,"Ohio St","Dayton",60,11,25,10,69.5,59.8,9.71,8.12,3.37,14.47,17.84,26,11,72.2,67,5.22,5.34,5.03,5.52,10.55,1,0.71,0.7,1,5
"818",2014,7,53,"New Mexico","Stanford",58,10,27,7,74,66.1,7.88,4.84,6.62,6.1,12.72,23,13,72.7,68.3,4.42,9,6.68,6.74,13.42,1,0.79,0.64,5,3
"819",2014,1,70,"Virginia","Coastal Carolina",59,16,30,7,66.2,55.7,10.51,7.86,0.62,17.76,18.38,21,13,72.3,68.4,3.88,-6.31,-5,-0.21,-5.21,0,0.81,0.62,-11,15
"820",2014,2,73,"Villanova","Wisconsin Milwaukee",53,15,29,5,78,66.5,11.47,7.5,10.41,8.56,18.97,21,14,70.4,70.5,-0.11,-0.44,-0.11,-1.42,-1.53,0,0.85,0.6,-20,13
"821",2014,3,93,"Iowa St","North Carolina Central",75,14,28,8,83,74.4,8.64,9.88,17.3,1.22,18.52,28,6,73.9,59.5,14.41,-8.03,-0.99,4.96,3.97,0,0.78,0.82,-18,11
"822",2014,4,93,"Michigan St","Delaware",78,13,29,9,75.5,65.6,9.97,9.38,10.45,8.9,19.35,25,10,79.5,75.7,3.83,-1.1,9.67,-6.94,2.73,0,0.76,0.71,-15,9
"823",2014,5,57,"Cincinnati","Harvard",61,12,27,7,68.4,58.4,9.97,5.28,0.7,14.55,15.26,27,5,73.2,61,12.22,-0.47,3.99,6.79,10.79,1,0.79,0.84,4,7
"824",2014,6,79,"North Carolina","Providence",77,11,24,10,76.6,69.8,6.82,8.42,10.62,4.63,15.24,23,12,73.3,69.8,3.51,7.85,6.93,4.43,11.37,0,0.71,0.66,-2,5
"825",2014,7,89,"Connecticut","St Josephs",81,10,32,8,71.8,63.2,8.6,8.63,5.29,11.93,17.23,24,10,71.6,67.6,3.97,5.08,4.2,4.85,9.05,0,0.8,0.71,-8,3
"826",2014,1,88,"Arizona","Weber St",59,16,33,5,72.9,58.6,14.32,9.04,7.31,16.05,23.36,19,12,72.7,66.5,6.23,-4.23,-1.35,0.43,-0.92,0,0.87,0.61,-29,15
"827",2014,2,75,"Wisconsin","American",35,15,30,8,73.5,64,9.5,10.19,9.22,10.47,19.69,20,13,63.1,59.1,3.94,-3.25,-7.93,8.62,0.69,0,0.79,0.61,-40,13
"828",2014,3,76,"Creighton","Louisiana Lafayette",66,14,27,8,78.7,67.9,10.86,7.17,12.14,5.89,18.03,23,12,81,75.2,5.77,-0.28,8.1,-5.19,2.91,0,0.77,0.66,-10,11
"829",2014,4,73,"San Diego St","New Mexico St",69,13,31,5,70.3,57,13.28,4.86,0.91,14.04,14.95,26,10,77,67.1,9.89,-2.58,5.27,0.9,6.16,0,0.86,0.72,-4,9
"830",2014,5,75,"Oklahoma","North Dakota St",80,12,23,10,81.9,76,5.94,8.97,15.64,-0.73,14.91,26,7,75.5,65.6,9.94,-0.02,3.55,2.76,6.31,1,0.7,0.79,5,7
"831",2014,6,74,"Baylor","Nebraska",60,11,26,12,74.8,67.8,7,10.11,6.78,9.02,15.8,19,13,66.8,65.2,1.63,8.5,2.73,7.4,10.13,0,0.68,0.59,-14,5
"832",2014,7,87,"Oregon","BYU",68,10,24,10,81.9,74.1,7.71,8.05,14.69,1.06,15.75,23,12,83.7,77.3,6.43,5.72,15.1,-3.46,11.63,0,0.71,0.66,-19,3
"833",2014,1,64,"Wichita St","Cal Poly",37,16,35,1,75.2,59.5,15.69,1.74,6.06,10.59,16.65,14,20,63,63.6,-0.65,1.69,-9.08,7.74,-1.34,0,0.97,0.41,-27,15
"834",2014,2,57,"Michigan","Wofford",40,15,28,9,73.9,65.1,8.86,9.65,9.08,9.44,18.52,20,13,66.8,62.2,4.58,-5.95,-9.66,5.35,-4.32,0,0.76,0.61,-17,13
"835",2014,3,71,"Duke","Mercer",78,14,26,9,78.4,67.4,11.03,8.48,13.87,5.64,19.51,27,9,78.8,66.9,11.83,-3.42,4.06,1.28,5.33,1,0.74,0.75,7,11
"836",2014,4,71,"Louisville","Manhattan",64,13,31,6,81,61.1,19.89,4.8,13.26,11.43,24.69,25,8,77,70,6.94,-0.9,5.2,0.84,6.04,0,0.84,0.76,-7,9
"837",2014,5,83,"St Louis","NC State",80,12,27,7,69.8,61.9,7.91,4.24,2.13,9.5,11.63,22,14,71.1,69.6,1.58,7.44,6.58,2.45,9.02,0,0.79,0.61,-3,7
"838",2014,6,67,"Massachusetts","Tennessee",86,11,24,9,75.8,71.2,4.61,6,9.22,1.39,10.61,24,13,72.2,61.7,10.51,7.84,5.88,11.46,17.34,1,0.73,0.65,19,5
"839",2014,7,87,"Texas","Arizona St",85,10,24,11,74.2,70.7,3.51,9.15,7.27,5.4,12.67,21,12,75.3,69.4,5.91,7.41,9.13,4.19,13.32,0,0.69,0.64,-2,3
"840",2015,1,79,"Kentucky","Hampton",56,16,38,1,74.4,54.3,20.05,8.67,11.55,17.18,28.72,17,18,67,68.2,-1.17,-7.08,-2.46,-5.79,-8.25,0,0.97,0.49,-23,15
"841",2015,2,75,"Kansas","New Mexico St",56,15,27,9,71.1,64.8,6.33,12.13,11.13,7.34,18.47,23,11,68.1,59.8,8.32,-3.67,0.55,3.16,3.71,0,0.75,0.68,-19,13
"842",2015,3,69,"Notre Dame","Northeastern",65,14,32,6,78,65.8,12.21,7.02,14.99,4.24,19.23,23,12,68.5,65.1,3.37,-1.34,0.68,1.35,2.03,0,0.84,0.66,-4,11
"843",2015,4,65,"Maryland","Valparaiso",62,13,28,7,69.1,63.4,5.69,7.63,5.42,7.9,13.32,28,6,69.6,59.4,10.15,-2,-0.19,6.48,6.29,0,0.8,0.82,-3,9
"844",2015,5,68,"West Virginia","Buffalo",62,12,25,10,72.6,66.8,5.83,9.29,10.53,4.59,15.12,23,10,74.6,68.3,6.33,1.6,8.32,-0.39,7.93,0,0.71,0.7,-6,7
"845",2015,6,56,"Butler","Texas",48,11,23,11,69,61,8.03,8.62,5.06,11.58,16.64,20,14,67.4,60.3,7.09,9.07,5.33,10.83,16.16,0,0.68,0.59,-8,5
"846",2015,7,81,"Wichita St","Indiana",76,10,30,5,70.3,57.4,12.91,3.68,5.57,9.99,15.56,20,14,77.4,71.7,5.74,7.2,14.4,-1.47,12.94,0,0.86,0.59,-5,3
"847",2015,1,86,"Wisconsin","Coastal Carolina",72,16,36,4,72.5,58.2,14.33,10.29,10.53,14.08,24.61,24,10,71.7,62.4,9.32,-6.18,-0.89,-0.13,-1.02,0,0.9,0.71,-14,15
"848",2015,2,93,"Arizona","Texas Southern",72,15,34,4,76.6,59.7,16.92,7.41,13.24,11.09,24.33,22,13,68.3,68.2,0.11,-6.09,-1.74,-4.23,-5.98,0,0.89,0.63,-21,13
"849",2015,3,56,"Baylor","Georgia St",57,14,24,10,69.1,60.2,8.85,9.33,6.46,11.39,17.85,25,10,71.4,62.4,9,-2.03,2.07,3.4,5.47,1,0.71,0.71,1,11
"850",2015,4,67,"North Carolina","Harvard",65,13,26,12,77.7,68.8,8.87,11.76,17.1,3.54,20.63,22,8,64.2,57.6,6.63,-0.25,-3.18,7.65,4.47,0,0.68,0.73,-2,9
"851",2015,5,56,"Arkansas","Wofford",53,12,27,9,77.4,70.1,7.28,6.79,13.97,0.1,14.07,28,7,66.6,59.7,6.91,-2.98,-5.13,7.7,2.56,0,0.75,0.8,-3,7
"852",2015,6,76,"Xavier","Ole Miss",57,11,23,14,73.3,67.4,5.95,9.48,11.02,4.4,15.42,21,13,72.8,68.4,4.38,7.01,9.33,2.07,11.39,0,0.62,0.62,-19,5
"853",2015,7,72,"VCU","Ohio St",75,10,26,10,72.5,65.8,6.69,6.1,9.1,3.69,12.79,24,11,75.3,63,12.31,7.37,11.93,7.76,19.68,1,0.72,0.69,3,3
"854",2015,1,93,"Villanova","Lafayette",52,16,33,3,76.5,60.9,15.58,7.55,12.87,10.26,23.13,20,13,73.5,73,0.52,-3.12,4.46,-7.83,-3.37,0,0.92,0.61,-41,15
"855",2015,2,79,"Virginia","Belmont",67,15,30,4,65.4,51.5,13.91,7.81,2.12,19.6,21.73,22,11,74.2,70.6,3.64,-2.77,5.55,-5.2,0.35,0,0.88,0.67,-12,13
"856",2015,3,69,"Oklahoma","Albany",60,14,24,11,71.5,62.7,8.71,9.94,9.42,9.23,18.65,24,9,65.3,60.5,4.85,-5.18,-3.2,2.86,-0.34,0,0.69,0.73,-9,11
"857",2015,4,57,"Louisville","Cal Irvine",55,13,27,9,69,59.8,9.14,8.98,6.4,11.73,18.12,21,13,67.5,62.1,5.35,0.45,-0.23,3.87,3.63,0,0.75,0.62,-2,9
"858",2015,5,71,"Northern Iowa","Wyoming",54,12,31,4,65.2,54.6,10.54,2,0.88,11.66,12.54,25,10,61.5,56.4,5.06,-0.04,-4.06,7.88,3.81,0,0.89,0.71,-17,7
"859",2015,6,53,"Providence","Dayton",66,11,22,12,69.7,65.5,4.21,9.5,7.44,6.27,13.71,27,9,67.8,60.8,6.92,4.06,2.88,8.1,10.98,1,0.65,0.75,13,5
"860",2015,7,70,"Michigan St","Georgia",63,10,27,12,71.1,63.6,7.46,10,9.54,7.92,17.46,21,12,68.2,64.4,3.82,8.6,5.49,6.93,12.42,0,0.69,0.64,-7,3
"861",2015,1,85,"Duke","Robert Morris",56,16,35,4,79.3,64.2,15.1,9.87,17.28,7.69,24.97,20,15,69,68.5,0.49,-3.5,-1.1,-1.92,-3.02,0,0.9,0.57,-29,15
"862",2015,2,86,"Gonzaga","North Dakota St",76,15,35,3,78.7,61.7,17,5.12,13.08,8.04,21.12,23,10,64.9,62.3,2.55,-3.63,-5.08,3.36,-1.72,0,0.92,0.7,-10,13
"863",2015,3,59,"Iowa St","UAB",60,14,25,9,77.8,69,8.79,9.15,15.84,2.1,17.94,20,16,68.8,68.1,0.67,1.62,1.98,-0.05,1.94,1,0.74,0.56,1,11
"864",2015,4,84,"Georgetown","Eastern Washington",74,13,22,11,70.9,65.2,5.67,9.81,8.11,7.37,15.48,26,9,80.6,73.9,6.63,-3.84,9.2,-8.41,0.79,0,0.67,0.74,-10,9
"865",2015,5,57,"Utah","Stephen F Austin",50,12,26,9,71.3,57.1,14.2,7.42,6.09,14.89,20.98,29,5,78.6,64.4,14.24,-4.2,7.22,1.39,8.61,0,0.74,0.85,-7,7
"866",2015,6,59,"SMU","UCLA",60,11,27,7,69.1,59.8,9.35,3.57,4.59,8.35,12.94,22,14,71.9,68.1,3.81,8.27,8.94,3.14,12.07,1,0.79,0.61,1,5
"867",2015,7,83,"Iowa","Davidson",52,10,22,12,69.8,62.3,7.44,8.39,7.02,8.81,15.83,24,8,79,69.4,9.63,3.19,13.12,-1.16,11.97,0,0.65,0.75,-31,3
"868",2016,1,105,"Kansas","Austin Peay",79,16,33,5,81.3,67.6,13.66,11.22,14.28,9.59,23.87,18,18,76.1,76.8,-0.69,-2.98,-0.02,-6.02,-6.04,0,0.87,0.5,-26,15
"869",2016,2,86,"Villanova","UNC Asheville",56,15,35,5,78,63.6,14.38,9.71,9.92,14.17,24.08,22,12,75.1,68,7.03,-3.25,0.44,0.66,1.1,0,0.88,0.65,-30,13
"870",2016,3,79,"Miami","Buffalo",72,14,27,8,75.2,67.4,7.83,10.69,8.72,9.8,18.52,20,15,77.4,75.3,2.14,0.9,4.5,-3.16,1.34,0,0.77,0.57,-7,11
"871",2016,4,66,"California","Hawaii",77,13,23,11,74.9,67.3,7.53,7.87,6.56,8.84,15.39,28,6,77.1,66.7,10.38,-1.04,4.61,4.42,9.03,1,0.68,0.82,11,9
"872",2016,5,79,"Maryland","South Dakota St",74,12,27,9,75.7,66.7,9.03,8.31,7.96,8.76,16.71,26,8,76.2,68.1,8.09,-1.22,3.72,1.71,5.44,0,0.75,0.76,-5,7
"873",2016,6,55,"Arizona","Wichita St",65,11,25,9,80.4,68.9,11.56,7.23,10.88,7.9,18.79,26,9,72.4,59,13.4,4.24,4,13.39,17.39,1,0.74,0.74,10,5
"874",2016,7,72,"Iowa","Temple",70,10,22,11,77.6,69.3,8.3,8.71,9.8,7.21,17.01,21,12,68.7,67.6,1.12,6.57,0.52,7.17,7.69,0,0.67,0.64,-2,3
"875",2016,1,91,"Oregon","Holy Cross",52,16,31,7,78.7,68.8,9.89,8.64,10.14,7.91,18.05,15,20,64.8,69.9,-5.09,-6.11,-11.03,-0.17,-11.2,0,0.82,0.43,-39,15
"876",2016,2,82,"Oklahoma","Cal St Bakersfield",68,15,29,8,79.7,71.1,8.62,11.14,12.91,6.85,19.76,24,9,72.9,63.8,9.12,-5.15,-2.09,4.67,2.58,0,0.78,0.73,-14,13
"877",2016,3,92,"Texas A&M","Wisconsin Green Bay",65,14,28,9,76.4,66.4,10,8.45,7.66,10.8,18.45,23,13,83.7,80,3.69,-0.67,10.71,-9.55,1.16,0,0.76,0.64,-27,11
"878",2016,4,93,"Duke","UNC Wilmington",85,13,25,11,81.1,72.5,8.64,10.59,13.71,5.52,19.23,25,8,79.4,72.1,7.3,0.35,6.31,-0.06,6.25,0,0.69,0.76,-8,9
"879",2016,5,75,"Baylor","Yale",79,12,22,12,77.1,69.6,7.5,9.76,9.63,6.5,16.13,23,7,74.9,63.8,11.13,-1.03,0.55,8.53,9.08,1,0.65,0.77,4,7
"880",2016,6,72,"Texas","Northern Iowa",75,11,20,13,71.4,68.3,3.09,11.71,4.13,10.67,14.8,23,13,68.8,64,4.78,4.44,-1.06,9.84,8.78,1,0.61,0.64,3,5
"881",2016,7,67,"Oregon St","VCU",75,10,19,13,71.9,70.1,1.78,9.26,3.46,6.93,10.39,25,11,77.3,67.8,9.47,4.35,7.19,6.64,13.83,1,0.59,0.69,8,3
"882",2016,1,83,"North Carolina","Florida Gulf Coast",67,16,33,7,82.8,70,12.75,10.69,16.74,6.7,23.44,21,14,77.2,70.7,6.57,-3.82,-1.41,0.63,-0.79,0,0.82,0.6,-16,15
"883",2016,2,71,"Xavier","Weber St",53,15,28,6,80.5,70.4,10.15,8.43,12.97,5.6,18.58,26,9,76.1,67,9.09,-5.13,-2.48,2.66,0.18,0,0.82,0.74,-18,13
"884",2016,3,56,"West Virginia","Stephen F Austin",70,14,26,9,78.5,66.7,11.83,9.78,10.88,10.73,21.61,28,6,80.2,63.3,16.91,-5.47,2.91,6.32,9.23,1,0.74,0.82,14,11
"885",2016,4,85,"Kentucky","Stony Brook",57,13,27,9,79.5,68.1,11.39,8.84,11.92,8.31,20.23,26,7,76.2,64.1,12.12,-5.28,-1.06,4.81,3.75,0,0.75,0.79,-28,9
"886",2016,5,99,"Indiana","Chattanooga",74,12,27,8,82.6,69.9,12.69,6.9,13.68,5.91,19.59,29,6,75.8,67.5,8.23,-3.46,-0.54,3.78,3.24,0,0.77,0.83,-25,7
"887",2016,6,70,"Notre Dame","Michigan",63,11,24,12,75.1,70.6,4.53,9.57,7.63,6.47,14.1,23,13,73.8,67.4,6.39,7.92,5.59,8.15,13.75,0,0.67,0.64,-7,5
"888",2016,7,47,"Wisconsin","Pittsburgh",43,10,22,13,67.8,63.8,4,9.4,-0.13,13.53,13.4,21,12,75,67.3,7.76,8.75,6.32,9.15,15.47,0,0.63,0.64,-4,3
"889",2016,1,81,"Virginia","Hampton",45,16,29,8,71,60.1,10.92,11.12,4.12,17.92,22.04,21,11,73.8,74.1,-0.22,-8.45,-1.41,-7.34,-8.74,0,0.78,0.66,-36,15
"890",2016,2,81,"Michigan St","Middle Tennessee St",90,15,29,6,79.8,64.1,15.66,6.94,12.25,10.34,22.59,25,10,72.5,68.9,3.69,-0.7,-1.76,4.42,2.66,1,0.83,0.71,9,13
"891",2016,3,80,"Utah","Fresno St",69,14,27,9,77.2,69.5,7.67,8.79,7.81,7.69,15.5,25,10,75.1,70.7,4.43,2.24,3.14,2.13,5.27,0,0.75,0.71,-11,11
"892",2016,4,94,"Iowa St","Iona",81,13,23,12,81.8,75,6.77,10.16,15.69,1.24,16.93,22,11,79.6,74.3,5.36,-1.78,6.73,-3.15,3.59,0,0.66,0.67,-13,9
"893",2016,5,83,"Purdue","Arkansas Little Rock",85,12,26,9,77.9,65.2,12.71,7.46,10.01,10.16,20.17,30,5,71.1,60.8,10.23,-1.76,-3.25,10.37,7.12,1,0.74,0.86,2,7
"894",2016,6,52,"Seton Hall","Gonzaga",68,11,25,9,74.2,67.8,6.38,8.28,6.27,8.39,14.66,28,8,78.9,65.6,13.33,4.23,8.08,8.84,16.92,1,0.74,0.78,16,5
"895",2016,7,51,"Dayton","Syracuse",70,10,25,8,72.5,65.9,6.58,4.76,2.28,9.06,11.34,23,14,70,65.1,4.86,9.75,2.69,11.93,14.62,1,0.76,0.62,19,3
"896",2017,1,76,"Villanova","Mount St Marys",56,16,32,4,77.2,62.7,14.53,9.28,9.2,14.61,23.8,20,16,67.9,68.7,-0.78,-3.51,-6.3,2.02,-4.29,0,0.89,0.56,-20,15
"897",2017,2,87,"Duke","Troy",65,15,28,9,80.8,70.2,10.65,10.91,13.15,8.41,21.56,22,15,78.1,72.1,6,-3.36,1.96,-2.43,-0.47,0,0.76,0.59,-22,13
"898",2017,3,91,"Baylor","New Mexico St",73,14,27,8,72.9,63.7,9.2,11.87,4.89,14.86,19.75,28,6,78.8,67.9,10.82,-3.82,2.84,1.83,4.66,0,0.77,0.82,-18,11
"899",2017,4,80,"Florida","East Tennessee St",65,13,27,9,77.9,66.5,11.39,11.01,11.36,11.04,22.4,27,8,79.5,69.7,9.83,-2.11,4.41,2.91,7.31,0,0.75,0.77,-15,9
"900",2017,5,76,"Virginia","UNC Wilmington",71,12,23,11,66.1,56.4,9.71,10.93,-1.49,22.12,20.63,29,6,84.8,75,9.8,-0.55,10.95,-2.89,8.06,0,0.68,0.83,-5,7
"901",2017,6,65,"SMU","USC",66,11,30,5,74.3,60,14.26,4.45,5.83,12.88,18.71,26,10,78.2,73.1,5.08,6.4,8.07,3.41,11.48,1,0.86,0.72,1,5
"902",2017,7,93,"South Carolina","Marquette",73,10,26,11,73.2,65.2,7.92,10.16,5.2,12.32,17.52,19,13,82.2,75.6,6.66,8.6,14.48,0.78,15.26,0,0.7,0.59,-20,3
"903",2017,1,66,"Gonzaga","South Dakota St",46,16,37,2,82.6,61.5,21.13,4.13,12.79,12.47,25.26,18,17,76.7,77.1,-0.4,-0.66,1.91,-4.2,-2.3,0,0.95,0.51,-20,15
"904",2017,2,100,"Arizona","North Dakota",82,15,32,5,76.6,65.9,10.62,7.63,7.47,10.79,18.25,22,10,80.6,73.7,6.91,-5.45,2.19,-4.02,-1.83,0,0.86,0.69,-18,13
"905",2017,3,86,"Florida St","Florida Gulf Coast",80,14,26,9,82.1,72.1,10,8.87,13.22,5.65,18.87,26,8,79.4,69.3,10.15,-3.42,0.31,1.95,2.26,0,0.74,0.76,-6,11
"906",2017,4,86,"West Virginia","Bucknell",80,13,28,9,81.5,66.7,14.78,9.67,14.63,9.83,24.45,26,9,76.3,67.9,8.37,-2.48,4.04,1.85,5.89,0,0.76,0.74,-6,9
"907",2017,5,60,"Notre Dame","Princeton",58,12,26,10,77.3,69.3,8.03,9.78,10,7.81,17.81,23,7,71.6,61.4,10.2,-1.84,-3.08,9.65,6.57,0,0.72,0.77,-2,7
"908",2017,6,65,"Maryland","Xavier",76,11,24,9,73.9,68.1,5.82,8.29,5.84,6.95,12.79,24,14,74.6,71.3,3.29,11.51,7.6,7.2,14.8,1,0.73,0.63,11,5
